"Plot Title: CMSM3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20156370, SEN S/N: 20154563, LBL: CM3SM 1 m)","Water Content, m³/m³ (LGR S/N: 20156370, SEN S/N: 20652824, LBL: CM3SM 10 cm)","Water Content, m³/m³ (LGR S/N: 20156370, SEN S/N: 20658013, LBL: CM3SM 30 cm)"
857,08/07/19 07:30:01 AM,0.1870,0.2323,0.2460
858,08/07/19 08:00:01 AM,0.1862,0.2323,0.2460
859,08/07/19 08:30:01 AM,0.1862,0.2323,0.2460
860,08/07/19 09:00:01 AM,0.1870,0.2330,0.2460
861,08/07/19 09:30:01 AM,0.1870,0.2327,0.2460
862,08/07/19 10:00:01 AM,0.1870,0.2327,0.2460
863,08/07/19 10:30:01 AM,0.1870,0.2318,0.2460
864,08/07/19 11:00:01 AM,0.1870,0.2323,0.2452
865,08/07/19 11:30:01 AM,0.1870,0.2311,0.2456
866,08/07/19 12:00:01 PM,0.1870,0.2315,0.2456
867,08/07/19 12:30:01 PM,0.1870,0.2306,0.2452
868,08/07/19 01:00:01 PM,0.1862,0.2303,0.2452
869,08/07/19 01:30:01 PM,0.1862,0.2303,0.2452
870,08/07/19 02:00:01 PM,0.1870,0.2299,0.2449
871,08/07/19 02:30:01 PM,0.1870,0.2291,0.2452
872,08/07/19 03:00:01 PM,0.1870,0.2294,0.2449
873,08/07/19 03:30:01 PM,0.1870,0.2294,0.2449
874,08/07/19 04:00:01 PM,0.1870,0.2286,0.2449
875,08/07/19 04:30:01 PM,0.1870,0.2286,0.2452
876,08/07/19 05:00:01 PM,0.1862,0.2291,0.2445
877,08/07/19 05:30:01 PM,0.1870,0.2274,0.2441
878,08/07/19 06:00:01 PM,0.1870,0.2274,0.2445
879,08/07/19 06:30:01 PM,0.1870,0.2266,0.2445
880,08/07/19 07:00:01 PM,0.1862,0.2266,0.2449
881,08/07/19 07:30:01 PM,0.1862,0.2269,0.2449
882,08/07/19 08:00:01 PM,0.1862,0.2266,0.2449
883,08/07/19 08:30:01 PM,0.1862,0.2266,0.2445
884,08/07/19 09:00:01 PM,0.1862,0.2257,0.2445
885,08/07/19 09:30:01 PM,0.1862,0.2254,0.2445
886,08/07/19 10:00:01 PM,0.1862,0.2254,0.2449
887,08/07/19 10:30:01 PM,0.1862,0.2254,0.2449
888,08/07/19 11:00:01 PM,0.1862,0.2254,0.2449
889,08/07/19 11:30:01 PM,0.1862,0.2249,0.2445
890,08/08/19 12:00:01 AM,0.1862,0.2245,0.2449
891,08/08/19 12:30:01 AM,0.1862,0.2249,0.2449
892,08/08/19 01:00:01 AM,0.1862,0.2249,0.2449
893,08/08/19 01:30:01 AM,0.1862,0.2257,0.2449
894,08/08/19 02:00:01 AM,0.1855,0.2245,0.2449
895,08/08/19 02:30:01 AM,0.1855,0.2254,0.2449
896,08/08/19 03:00:01 AM,0.1855,0.2254,0.2449
897,08/08/19 03:30:01 AM,0.1855,0.2254,0.2449
898,08/08/19 04:00:01 AM,0.1855,0.2254,0.2452
899,08/08/19 04:30:01 AM,0.1855,0.2254,0.2452
900,08/08/19 05:00:01 AM,0.1855,0.2257,0.2456
901,08/08/19 05:30:01 AM,0.1855,0.2262,0.2449
902,08/08/19 06:00:01 AM,0.1855,0.2266,0.2452
903,08/08/19 06:30:01 AM,0.1855,0.2269,0.2456
904,08/08/19 07:00:01 AM,0.1855,0.2269,0.2449
905,08/08/19 07:30:01 AM,0.1855,0.2269,0.2449
906,08/08/19 08:00:01 AM,0.1855,0.2269,0.2452
907,08/08/19 08:30:01 AM,0.1855,0.2277,0.2449
908,08/08/19 09:00:01 AM,0.1855,0.2282,0.2449
909,08/08/19 09:30:01 AM,0.1855,0.2282,0.2449
910,08/08/19 10:00:01 AM,0.1855,0.2282,0.2445
911,08/08/19 10:30:01 AM,0.1855,0.2277,0.2452
912,08/08/19 11:00:01 AM,0.1855,0.2274,0.2449
913,08/08/19 11:30:01 AM,0.1855,0.2266,0.2445
914,08/08/19 12:00:01 PM,0.1855,0.2262,0.2445
915,08/08/19 12:30:01 PM,0.1855,0.2257,0.2441
916,08/08/19 01:00:01 PM,0.1855,0.2257,0.2441
917,08/08/19 01:30:01 PM,0.1855,0.2254,0.2437
918,08/08/19 02:00:01 PM,0.1855,0.2257,0.2441
919,08/08/19 02:30:01 PM,0.1855,0.2245,0.2441
920,08/08/19 03:00:01 PM,0.1855,0.2241,0.2441
921,08/08/19 03:30:01 PM,0.1855,0.2232,0.2437
922,08/08/19 04:00:01 PM,0.1855,0.2232,0.2434
923,08/08/19 04:30:01 PM,0.1855,0.2229,0.2430
924,08/08/19 05:00:01 PM,0.1855,0.2232,0.2437
925,08/08/19 05:30:01 PM,0.1855,0.2229,0.2434
926,08/08/19 06:00:01 PM,0.1848,0.2224,0.2434
927,08/08/19 06:30:01 PM,0.1848,0.2219,0.2430
928,08/08/19 07:00:01 PM,0.1855,0.2216,0.2437
929,08/08/19 07:30:01 PM,0.1855,0.2219,0.2434
930,08/08/19 08:00:01 PM,0.1848,0.2216,0.2434
931,08/08/19 08:30:01 PM,0.1848,0.2216,0.2434
932,08/08/19 09:00:01 PM,0.1848,0.2208,0.2434
933,08/08/19 09:30:01 PM,0.1848,0.2208,0.2434
934,08/08/19 10:00:01 PM,0.1848,0.2203,0.2434
935,08/08/19 10:30:01 PM,0.1848,0.2208,0.2430
936,08/08/19 11:00:01 PM,0.1848,0.2190,0.2434
937,08/08/19 11:30:01 PM,0.1848,0.2190,0.2437
938,08/09/19 12:00:01 AM,0.1848,0.2198,0.2434
939,08/09/19 12:30:01 AM,0.1848,0.2190,0.2434
940,08/09/19 01:00:01 AM,0.1848,0.2195,0.2437
941,08/09/19 01:30:01 AM,0.1848,0.2203,0.2434
942,08/09/19 02:00:01 AM,0.1848,0.2203,0.2434
943,08/09/19 02:30:01 AM,0.1848,0.2203,0.2437
944,08/09/19 03:00:01 AM,0.1848,0.2203,0.2434
945,08/09/19 03:30:01 AM,0.1848,0.2203,0.2434
946,08/09/19 04:00:01 AM,0.1848,0.2198,0.2437
947,08/09/19 04:30:01 AM,0.1848,0.2208,0.2437
948,08/09/19 05:00:01 AM,0.1840,0.2208,0.2434
949,08/09/19 05:30:01 AM,0.1848,0.2203,0.2430
950,08/09/19 06:00:01 AM,0.1848,0.2211,0.2430
951,08/09/19 06:30:01 AM,0.1840,0.2208,0.2434
952,08/09/19 07:00:01 AM,0.1840,0.2216,0.2434
953,08/09/19 07:30:01 AM,0.1840,0.2211,0.2437
954,08/09/19 08:00:01 AM,0.1840,0.2219,0.2437
955,08/09/19 08:30:01 AM,0.1848,0.2216,0.2434
956,08/09/19 09:00:01 AM,0.1848,0.2219,0.2434
957,08/09/19 09:30:01 AM,0.1848,0.2219,0.2434
958,08/09/19 10:00:01 AM,0.1840,0.2224,0.2434
959,08/09/19 10:30:01 AM,0.1840,0.2219,0.2434
960,08/09/19 11:00:01 AM,0.1848,0.2219,0.2430
961,08/09/19 11:30:01 AM,0.1848,0.2211,0.2430
962,08/09/19 12:00:01 PM,0.1840,0.2208,0.2430
963,08/09/19 12:30:01 PM,0.1840,0.2203,0.2430
964,08/09/19 01:00:01 PM,0.1840,0.2203,0.2425
965,08/09/19 01:30:01 PM,0.1840,0.2198,0.2425
966,08/09/19 02:00:01 PM,0.1840,0.2195,0.2430
967,08/09/19 02:30:01 PM,0.1840,0.2195,0.2425
968,08/09/19 03:00:01 PM,0.1848,0.2195,0.2425
969,08/09/19 03:30:01 PM,0.1840,0.2190,0.2425
970,08/09/19 04:00:01 PM,0.1848,0.2185,0.2418
971,08/09/19 04:30:01 PM,0.1840,0.2177,0.2421
972,08/09/19 05:00:01 PM,0.1840,0.2177,0.2421
973,08/09/19 05:30:01 PM,0.1840,0.2174,0.2421
974,08/09/19 06:00:01 PM,0.1840,0.2174,0.2414
975,08/09/19 06:30:01 PM,0.1840,0.2169,0.2421
976,08/09/19 07:00:01 PM,0.1840,0.2169,0.2421
977,08/09/19 07:30:01 PM,0.1840,0.2164,0.2414
978,08/09/19 08:00:01 PM,0.1840,0.2156,0.2414
979,08/09/19 08:30:01 PM,0.1840,0.2161,0.2414
980,08/09/19 09:00:01 PM,0.1840,0.2153,0.2418
981,08/09/19 09:30:01 PM,0.1840,0.2153,0.2418
982,08/09/19 10:00:01 PM,0.1840,0.2148,0.2414
983,08/09/19 10:30:01 PM,0.1840,0.2143,0.2421
984,08/09/19 11:00:01 PM,0.1840,0.2148,0.2418
985,08/09/19 11:30:01 PM,0.1840,0.2139,0.2418
986,08/10/19 12:00:01 AM,0.1840,0.2134,0.2418
987,08/10/19 12:30:01 AM,0.1840,0.2139,0.2418
988,08/10/19 01:00:01 AM,0.1833,0.2134,0.2414
989,08/10/19 01:30:01 AM,0.1840,0.2143,0.2418
990,08/10/19 02:00:01 AM,0.1833,0.2139,0.2418
991,08/10/19 02:30:01 AM,0.1833,0.2139,0.2418
992,08/10/19 03:00:01 AM,0.1833,0.2143,0.2421
993,08/10/19 03:30:01 AM,0.1840,0.2148,0.2414
994,08/10/19 04:00:01 AM,0.1833,0.2153,0.2410
995,08/10/19 04:30:01 AM,0.1833,0.2143,0.2418
996,08/10/19 05:00:01 AM,0.1833,0.2153,0.2414
997,08/10/19 05:30:01 AM,0.1833,0.2156,0.2414
998,08/10/19 06:00:01 AM,0.1833,0.2161,0.2410
999,08/10/19 06:30:01 AM,0.1833,0.2161,0.2414
1000,08/10/19 07:00:01 AM,0.1833,0.2161,0.2414
1001,08/10/19 07:30:01 AM,0.1833,0.2164,0.2414
1002,08/10/19 08:00:01 AM,0.1833,0.2164,0.2414
1003,08/10/19 08:30:01 AM,0.1833,0.2161,0.2414
1004,08/10/19 09:00:01 AM,0.1833,0.2169,0.2418
1005,08/10/19 09:30:01 AM,0.1833,0.2164,0.2414
1006,08/10/19 10:00:01 AM,0.1833,0.2164,0.2414
1007,08/10/19 10:30:01 AM,0.1833,0.2164,0.2418
1008,08/10/19 11:00:01 AM,0.1833,0.2161,0.2414
1009,08/10/19 11:30:01 AM,0.1833,0.2156,0.2410
1010,08/10/19 12:00:01 PM,0.1833,0.2156,0.2414
1011,08/10/19 12:30:01 PM,0.1833,0.2153,0.2414
1012,08/10/19 01:00:01 PM,0.1833,0.2169,0.2414
1013,08/10/19 01:30:01 PM,0.1833,0.2153,0.2418
1014,08/10/19 02:00:01 PM,0.1833,0.2148,0.2418
1015,08/10/19 02:30:01 PM,0.1833,0.2153,0.2418
1016,08/10/19 03:00:01 PM,0.1833,0.2143,0.2414
1017,08/10/19 03:30:01 PM,0.1833,0.2143,0.2418
1018,08/10/19 04:00:01 PM,0.1833,0.2139,0.2418
1019,08/10/19 04:30:01 PM,0.1833,0.2139,0.2410
1020,08/10/19 05:00:01 PM,0.1833,0.2148,0.2406
1021,08/10/19 05:30:01 PM,0.1833,0.2139,0.2414
1022,08/10/19 06:00:01 PM,0.1833,0.2134,0.2414
1023,08/10/19 06:30:01 PM,0.1826,0.2126,0.2410
1024,08/10/19 07:00:01 PM,0.1833,0.2134,0.2410
1025,08/10/19 07:30:01 PM,0.1833,0.2131,0.2414
1026,08/10/19 08:00:01 PM,0.1826,0.2126,0.2410
1027,08/10/19 08:30:01 PM,0.1833,0.2122,0.2414
1028,08/10/19 09:00:01 PM,0.1826,0.2131,0.2406
1029,08/10/19 09:30:01 PM,0.1826,0.2117,0.2410
1030,08/10/19 10:00:01 PM,0.1826,0.2117,0.2406
1031,08/10/19 10:30:01 PM,0.1826,0.2117,0.2410
1032,08/10/19 11:00:01 PM,0.1826,0.2117,0.2410
1033,08/10/19 11:30:01 PM,0.1826,0.2112,0.2406
1034,08/11/19 12:00:01 AM,0.1826,0.2117,0.2406
1035,08/11/19 12:30:01 AM,0.1826,0.2117,0.2410
1036,08/11/19 01:00:01 AM,0.1826,0.2126,0.2403
1037,08/11/19 01:30:01 AM,0.1826,0.2134,0.2406
1038,08/11/19 02:00:01 AM,0.1826,0.2134,0.2406
1039,08/11/19 02:30:01 AM,0.1826,0.2134,0.2410
1040,08/11/19 03:00:01 AM,0.1826,0.2139,0.2406
1041,08/11/19 03:30:01 AM,0.1826,0.2153,0.2410
1042,08/11/19 04:00:01 AM,0.1826,0.2148,0.2406
1043,08/11/19 04:30:01 AM,0.1826,0.2148,0.2399
1044,08/11/19 05:00:01 AM,0.1826,0.2153,0.2410
1045,08/11/19 05:30:01 AM,0.1826,0.2156,0.2406
1046,08/11/19 06:00:01 AM,0.1826,0.2156,0.2406
1047,08/11/19 06:30:01 AM,0.1826,0.2161,0.2403
1048,08/11/19 07:00:01 AM,0.1826,0.2161,0.2406
1049,08/11/19 07:30:01 AM,0.1826,0.2161,0.2403
1050,08/11/19 08:00:01 AM,0.1826,0.2169,0.2406
1051,08/11/19 08:30:01 AM,0.1826,0.2174,0.2406
1052,08/11/19 09:00:01 AM,0.1819,0.2177,0.2406
1053,08/11/19 09:30:01 AM,0.1826,0.2177,0.2406
1054,08/11/19 10:00:01 AM,0.1819,0.2174,0.2410
1055,08/11/19 10:30:01 AM,0.1826,0.2174,0.2410
1056,08/11/19 11:00:01 AM,0.1826,0.2164,0.2406
1057,08/11/19 11:30:01 AM,0.1819,0.2156,0.2406
1058,08/11/19 12:00:01 PM,0.1826,0.2153,0.2406
1059,08/11/19 12:30:01 PM,0.1826,0.2153,0.2406
1060,08/11/19 01:00:01 PM,0.1819,0.2148,0.2403
1061,08/11/19 01:30:01 PM,0.1826,0.2148,0.2406
1062,08/11/19 02:00:01 PM,0.1819,0.2148,0.2403
1063,08/11/19 02:30:01 PM,0.1819,0.2143,0.2390
1064,08/11/19 03:00:01 PM,0.1819,0.2134,0.2403
1065,08/11/19 03:30:01 PM,0.1819,0.2134,0.2399
1066,08/11/19 04:00:01 PM,0.1826,0.2139,0.2399
1067,08/11/19 04:30:01 PM,0.1819,0.2134,0.2399
1068,08/11/19 05:00:01 PM,0.1819,0.2139,0.2394
1069,08/11/19 05:30:01 PM,0.1819,0.2131,0.2394
1070,08/11/19 06:00:01 PM,0.1819,0.2126,0.2394
1071,08/11/19 06:30:01 PM,0.1819,0.2117,0.2399
1072,08/11/19 07:00:01 PM,0.1819,0.2112,0.2394
1073,08/11/19 07:30:01 PM,0.1819,0.2122,0.2394
1074,08/11/19 08:00:01 PM,0.1819,0.2112,0.2394
1075,08/11/19 08:30:01 PM,0.1819,0.2112,0.2390
1076,08/11/19 09:00:01 PM,0.1811,0.2109,0.2394
1077,08/11/19 09:30:01 PM,0.1819,0.2109,0.2394
1078,08/11/19 10:00:01 PM,0.1819,0.2100,0.2394
1079,08/11/19 10:30:01 PM,0.1819,0.2095,0.2390
1080,08/11/19 11:00:01 PM,0.1819,0.2100,0.2394
1081,08/11/19 11:30:01 PM,0.1811,0.2100,0.2390
1082,08/12/19 12:00:01 AM,0.1819,0.2100,0.2390
1083,08/12/19 12:30:01 AM,0.1819,0.2095,0.2387
1084,08/12/19 01:00:01 AM,0.1811,0.2087,0.2394
1085,08/12/19 01:30:01 AM,0.1811,0.2092,0.2390
1086,08/12/19 02:00:01 AM,0.1811,0.2100,0.2390
1087,08/12/19 02:30:01 AM,0.1811,0.2100,0.2390
1088,08/12/19 03:00:01 AM,0.1811,0.2100,0.2387
1089,08/12/19 03:30:01 AM,0.1811,0.2109,0.2394
1090,08/12/19 04:00:01 AM,0.1811,0.2104,0.2394
1091,08/12/19 04:30:01 AM,0.1811,0.2117,0.2394
1092,08/12/19 05:00:01 AM,0.1811,0.2117,0.2394
1093,08/12/19 05:30:01 AM,0.1811,0.2122,0.2399
1094,08/12/19 06:00:01 AM,0.1811,0.2117,0.2399
1095,08/12/19 06:30:01 AM,0.1811,0.2122,0.2394
1096,08/12/19 07:00:01 AM,0.1811,0.2122,0.2390
1097,08/12/19 07:30:01 AM,0.1811,0.2131,0.2394
1098,08/12/19 08:00:01 AM,0.1811,0.2134,0.2394
1099,08/12/19 08:30:01 AM,0.1811,0.2139,0.2394
1100,08/12/19 09:00:01 AM,0.1811,0.2139,0.2394
1101,08/12/19 09:30:01 AM,0.1819,0.2143,0.2387
1102,08/12/19 10:00:01 AM,0.1819,0.2143,0.2390
1103,08/12/19 10:30:01 AM,0.1811,0.2139,0.2390
1104,08/12/19 11:00:01 AM,0.1811,0.2134,0.2383
1105,08/12/19 11:30:01 AM,0.1811,0.2131,0.2383
1106,08/12/19 12:00:01 PM,0.1811,0.2117,0.2383
1107,08/12/19 12:30:01 PM,0.1811,0.2117,0.2387
1108,08/12/19 01:00:01 PM,0.1811,0.2112,0.2383
1109,08/12/19 01:30:01 PM,0.1811,0.2117,0.2383
1110,08/12/19 02:00:01 PM,0.1811,0.2109,0.2379
1111,08/12/19 02:30:01 PM,0.1811,0.2104,0.2379
1112,08/12/19 03:00:01 PM,0.1811,0.2104,0.2374
1113,08/12/19 03:30:01 PM,0.1811,0.2100,0.2374
1114,08/12/19 04:00:01 PM,0.1811,0.2104,0.2374
1115,08/12/19 04:30:01 PM,0.1811,0.2104,0.2371
1116,08/12/19 05:00:01 PM,0.1811,0.2100,0.2374
1117,08/12/19 05:30:01 PM,0.1811,0.2092,0.2374
1118,08/12/19 06:00:01 PM,0.1811,0.2092,0.2371
1119,08/12/19 06:30:01 PM,0.1804,0.2100,0.2371
1120,08/12/19 07:00:01 PM,0.1804,0.2095,0.2371
1121,08/12/19 07:30:01 PM,0.1804,0.2092,0.2374
1122,08/12/19 08:00:01 PM,0.1804,0.2087,0.2374
1123,08/12/19 08:30:01 PM,0.1804,0.2087,0.2374
1124,08/12/19 09:00:01 PM,0.1804,0.2083,0.2374
1125,08/12/19 09:30:01 PM,0.1804,0.2078,0.2371
1126,08/12/19 10:00:01 PM,0.1804,0.2078,0.2379
1127,08/12/19 10:30:01 PM,0.1804,0.2073,0.2374
1128,08/12/19 11:00:01 PM,0.1804,0.2073,0.2379
1129,08/12/19 11:30:01 PM,0.1804,0.2064,0.2379
1130,08/13/19 12:00:01 AM,0.1804,0.2064,0.2374
1131,08/13/19 12:30:01 AM,0.1804,0.2064,0.2383
1132,08/13/19 01:00:01 AM,0.1804,0.2064,0.2374
1133,08/13/19 01:30:01 AM,0.1804,0.2064,0.2379
1134,08/13/19 02:00:01 AM,0.1804,0.2064,0.2374
1135,08/13/19 02:30:01 AM,0.1804,0.2064,0.2374
1136,08/13/19 03:00:01 AM,0.1804,0.2061,0.2374
1137,08/13/19 03:30:01 AM,0.1804,0.2070,0.2379
1138,08/13/19 04:00:01 AM,0.1804,0.2070,0.2374
1139,08/13/19 04:30:01 AM,0.1804,0.2073,0.2383
1140,08/13/19 05:00:01 AM,0.1804,0.2078,0.2383
1141,08/13/19 05:30:01 AM,0.1804,0.2083,0.2379
1142,08/13/19 06:00:01 AM,0.1804,0.2087,0.2383
1143,08/13/19 06:30:01 AM,0.1804,0.2087,0.2374
1144,08/13/19 07:00:01 AM,0.1804,0.2092,0.2379
1145,08/13/19 07:30:01 AM,0.1804,0.2095,0.2374
1146,08/13/19 08:00:01 AM,0.1804,0.2095,0.2374
1147,08/13/19 08:30:01 AM,0.1804,0.2100,0.2379
1148,08/13/19 09:00:01 AM,0.1804,0.2109,0.2374
1149,08/13/19 09:30:01 AM,0.1804,0.2100,0.2374
1150,08/13/19 10:00:01 AM,0.1804,0.2100,0.2371
1151,08/13/19 10:30:01 AM,0.1804,0.2095,0.2371
1152,08/13/19 11:00:01 AM,0.1804,0.2092,0.2371
1153,08/13/19 11:30:01 AM,0.1804,0.2095,0.2374
1154,08/13/19 12:00:01 PM,0.1804,0.2083,0.2371
1155,08/13/19 12:30:01 PM,0.1804,0.2083,0.2367
1156,08/13/19 01:00:01 PM,0.1804,0.2078,0.2367
1157,08/13/19 01:30:01 PM,0.1804,0.2083,0.2367
1158,08/13/19 02:00:01 PM,0.1804,0.2070,0.2363
1159,08/13/19 02:30:01 PM,0.1804,0.2064,0.2363
1160,08/13/19 03:00:01 PM,0.1804,0.2070,0.2363
1161,08/13/19 03:30:01 PM,0.1804,0.2061,0.2351
1162,08/13/19 04:00:01 PM,0.1804,0.2064,0.2351
1163,08/13/19 04:30:01 PM,0.1804,0.2070,0.2358
1164,08/13/19 05:00:01 PM,0.1804,0.2070,0.2358
1165,08/13/19 05:30:01 PM,0.1804,0.2056,0.2358
1166,08/13/19 06:00:01 PM,0.1804,0.2052,0.2355
1167,08/13/19 06:30:01 PM,0.1804,0.2052,0.2358
1168,08/13/19 07:00:01 PM,0.1797,0.2056,0.2355
1169,08/13/19 07:30:01 PM,0.1797,0.2047,0.2358
1170,08/13/19 08:00:01 PM,0.1804,0.2052,0.2358
1171,08/13/19 08:30:01 PM,0.1797,0.2047,0.2355
1172,08/13/19 09:00:01 PM,0.1804,0.2047,0.2355
1173,08/13/19 09:30:01 PM,0.1797,0.2047,0.2358
1174,08/13/19 10:00:01 PM,0.1797,0.2038,0.2358
1175,08/13/19 10:30:01 PM,0.1797,0.2035,0.2358
1176,08/13/19 11:00:01 PM,0.1797,0.2038,0.2358
1177,08/13/19 11:30:01 PM,0.1797,0.2029,0.2358
1178,08/14/19 12:00:01 AM,0.1797,0.2029,0.2358
1179,08/14/19 12:30:01 AM,0.1797,0.2035,0.2355
1180,08/14/19 01:00:01 AM,0.1797,0.2020,0.2358
1181,08/14/19 01:30:01 AM,0.1797,0.2035,0.2358
1182,08/14/19 02:00:01 AM,0.1797,0.2020,0.2358
1183,08/14/19 02:30:01 AM,0.1797,0.2020,0.2358
1184,08/14/19 03:00:01 AM,0.1797,0.2020,0.2367
1185,08/14/19 03:30:01 AM,0.1797,0.2029,0.2363
1186,08/14/19 04:00:01 AM,0.1797,0.2026,0.2363
1187,08/14/19 04:30:01 AM,0.1797,0.2029,0.2363
1188,08/14/19 05:00:01 AM,0.1797,0.2035,0.2358
1189,08/14/19 05:30:01 AM,0.1797,0.2029,0.2363
1190,08/14/19 06:00:01 AM,0.1797,0.2038,0.2355
1191,08/14/19 06:30:01 AM,0.1797,0.2038,0.2355
1192,08/14/19 07:00:01 AM,0.1797,0.2038,0.2358
1193,08/14/19 07:30:01 AM,0.1797,0.2047,0.2363
1194,08/14/19 08:00:01 AM,0.1797,0.2052,0.2358
1195,08/14/19 08:30:01 AM,0.1797,0.2061,0.2363
1196,08/14/19 09:00:01 AM,0.1797,0.2061,0.2363
1197,08/14/19 09:30:01 AM,0.1797,0.2061,0.2355
1198,08/14/19 10:00:01 AM,0.1797,0.2056,0.2355
1199,08/14/19 10:30:01 AM,0.1797,0.2056,0.2355
1200,08/14/19 11:00:01 AM,0.1797,0.2052,0.2351
1201,08/14/19 11:30:01 AM,0.1797,0.2043,0.2355
1202,08/14/19 12:00:01 PM,0.1797,0.2038,0.2347
1203,08/14/19 12:30:01 PM,0.1797,0.2029,0.2347
1204,08/14/19 01:00:01 PM,0.1797,0.2035,0.2347
1205,08/14/19 01:30:01 PM,0.1797,0.2026,0.2344
1206,08/14/19 02:00:01 PM,0.1797,0.2029,0.2339
1207,08/14/19 02:30:01 PM,0.1797,0.2026,0.2339
1208,08/14/19 03:00:01 PM,0.1797,0.2029,0.2339
1209,08/14/19 03:30:01 PM,0.1797,0.2026,0.2335
1210,08/14/19 04:00:01 PM,0.1797,0.2029,0.2335
1211,08/14/19 04:30:01 PM,0.1797,0.2029,0.2335
1212,08/14/19 05:00:01 PM,0.1797,0.2017,0.2335
1213,08/14/19 05:30:01 PM,0.1797,0.2017,0.2339
1214,08/14/19 06:00:01 PM,0.1790,0.2012,0.2335
1215,08/14/19 06:30:01 PM,0.1797,0.2012,0.2335
1216,08/14/19 07:00:01 PM,0.1797,0.2012,0.2335
1217,08/14/19 07:30:01 PM,0.1790,0.2008,0.2335
1218,08/14/19 08:00:01 PM,0.1797,0.2012,0.2335
1219,08/14/19 08:30:01 PM,0.1790,0.2012,0.2335
1220,08/14/19 09:00:01 PM,0.1797,0.1999,0.2339
1221,08/14/19 09:30:01 PM,0.1790,0.2003,0.2339
1222,08/14/19 10:00:01 PM,0.1790,0.1999,0.2335
1223,08/14/19 10:30:01 PM,0.1790,0.1994,0.2339
1224,08/14/19 11:00:01 PM,0.1790,0.1999,0.2339
1225,08/14/19 11:30:01 PM,0.1790,0.1990,0.2335
1226,08/15/19 12:00:01 AM,0.1790,0.1990,0.2339
1227,08/15/19 12:30:01 AM,0.1790,0.1990,0.2339
1228,08/15/19 01:00:01 AM,0.1790,0.1985,0.2335
1229,08/15/19 01:30:01 AM,0.1790,0.1985,0.2335
1230,08/15/19 02:00:01 AM,0.1790,0.1981,0.2339
1231,08/15/19 02:30:01 AM,0.1790,0.1985,0.2339
1232,08/15/19 03:00:01 AM,0.1790,0.1985,0.2323
1233,08/15/19 03:30:01 AM,0.1790,0.1985,0.2318
1234,08/15/19 04:00:01 AM,0.1790,0.1985,0.2315
1235,08/15/19 04:30:01 AM,0.1790,0.1990,0.2318
1236,08/15/19 05:00:01 AM,0.1790,0.1990,0.2318
1237,08/15/19 05:30:01 AM,0.1790,0.1994,0.2315
1238,08/15/19 06:00:01 AM,0.1790,0.1994,0.2315
1239,08/15/19 06:30:01 AM,0.1790,0.1994,0.2318
1240,08/15/19 07:00:01 AM,0.1790,0.1994,0.2315
1241,08/15/19 07:30:01 AM,0.1790,0.2003,0.2318
1242,08/15/19 08:00:01 AM,0.1790,0.2008,0.2315
1243,08/15/19 08:30:01 AM,0.1790,0.2012,0.2315
1244,08/15/19 09:00:01 AM,0.1790,0.2012,0.2311
1245,08/15/19 09:30:01 AM,0.1790,0.2017,0.2311
1246,08/15/19 10:00:01 AM,0.1790,0.2012,0.2311
1247,08/15/19 10:30:01 AM,0.1790,0.2012,0.2306
1248,08/15/19 11:00:01 AM,0.1790,0.2003,0.2306
1249,08/15/19 11:30:01 AM,0.1790,0.1994,0.2303
1250,08/15/19 12:00:01 PM,0.1790,0.1990,0.2306
1251,08/15/19 12:30:01 PM,0.1790,0.1999,0.2303
1252,08/15/19 01:00:01 PM,0.1790,0.1990,0.2299
1253,08/15/19 01:30:01 PM,0.1790,0.1981,0.2294
1254,08/15/19 02:00:01 PM,0.1790,0.1981,0.2294
1255,08/15/19 02:30:01 PM,0.1790,0.1981,0.2291
1256,08/15/19 03:00:01 PM,0.1790,0.1985,0.2286
1257,08/15/19 03:30:01 PM,0.1790,0.1981,0.2286
1258,08/15/19 04:00:01 PM,0.1790,0.1976,0.2291
1259,08/15/19 04:30:01 PM,0.1790,0.1985,0.2286
1260,08/15/19 05:00:01 PM,0.1790,0.1981,0.2286
1261,08/15/19 05:30:01 PM,0.1790,0.1976,0.2286
1262,08/15/19 06:00:01 PM,0.1790,0.1972,0.2286
1263,08/15/19 06:30:01 PM,0.1790,0.1981,0.2277
1264,08/15/19 07:00:01 PM,0.1790,0.1967,0.2286
1265,08/15/19 07:30:01 PM,0.1790,0.1967,0.2286
1266,08/15/19 08:00:01 PM,0.1790,0.1963,0.2286
1267,08/15/19 08:30:01 PM,0.1782,0.1963,0.2291
1268,08/15/19 09:00:01 PM,0.1782,0.1963,0.2286
1269,08/15/19 09:30:01 PM,0.1782,0.1954,0.2282
1270,08/15/19 10:00:01 PM,0.1782,0.1948,0.2291
1271,08/15/19 10:30:01 PM,0.1782,0.1939,0.2291
1272,08/15/19 11:00:01 PM,0.1782,0.1945,0.2294
1273,08/15/19 11:30:01 PM,0.1782,0.1948,0.2282
1274,08/16/19 12:00:01 AM,0.1782,0.1939,0.2291
1275,08/16/19 12:30:01 AM,0.1782,0.1939,0.2291
1276,08/16/19 01:00:01 AM,0.1782,0.1935,0.2294
1277,08/16/19 01:30:01 AM,0.1782,0.1932,0.2291
1278,08/16/19 02:00:01 AM,0.1782,0.1935,0.2294
